,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
0,106.33486938476562,116.41903686523438,97.23678588867188,51.75668173241234,44.87750805143213,57.00256228882833,958.9613197147726,0.7759080108865057,0.09187063669575744,13.6070050143837
0,110.24920654296875,116.16764831542969,98.38815307617188,54.50306426489252,46.53972922789528,56.07883982097009,788.8441736801947,0.8367384807386999,0.09432217986380771,13.555308388968383
0,118.29862976074219,122.7008056640625,108.29991149902344,60.07169947414746,44.37583993852221,58.60176172303141,566.7041135020179,0.8884521150278089,0.10284632998015916,13.18460979206861
0,112.34147644042969,109.42050170898438,83.55015563964844,69.21122224457318,69.0953225761102,65.90753831116729,619.6025217013885,0.9332251255894692,0.21024272759210055,12.791496319407583
0,106.40951538085938,108.87689208984375,77.69618225097656,57.24572250527446,48.43828577446387,55.59399725321798,1087.1802355614414,0.7894079509178481,0.06561890426400037,14.051612245006567
0,95.36874389648438,100.35920715332031,87.384521484375,58.444746079909144,53.47943902399865,60.351360494528656,1012.91525502511,0.8352311668722078,0.14358310153814183,13.226717213543964
0,128.3094024658203,128.03955078125,72.18824768066406,45.246581775047474,49.39314612350473,47.65270808244793,263.98814999038814,0.9294626692100768,0.1623691588783001,12.577121451782126
0,121.88552856445312,119.48672485351562,95.43206787109375,65.96933048026979,55.173216955155354,61.8048592797297,656.3092821120479,0.9044338972625714,0.11043979995162011,13.390262957800317
0,123.14923095703125,118.45747375488281,93.77484130859375,71.022222186654,64.65884280397341,67.91417928279397,646.5411844603034,0.9262305851599595,0.15888785615245193,12.954709383206698
0,187.01510620117188,201.2021942138672,173.52847290039062,53.28009974084586,40.01198240565134,55.02386357377096,227.46454351992017,0.9400108813553404,0.21136272189636168,11.677161093995837
0,108.70817565917969,113.69058227539062,95.19839477539062,59.00725470207035,54.79610165664568,61.19334693488481,714.6524552605963,0.8862383868035598,0.1239466155072799,13.538984898276752
0,104.17626953125,111.10975646972656,92.92657470703125,57.42690849196856,52.626601897909616,58.20821164296035,820.1076147695591,0.8603783005492562,0.11574584592815042,13.64259414633639
0,88.468994140625,94.2823486328125,75.54379272460938,64.18168398305203,56.92870026419919,64.6437814971402,577.9775274083281,0.9177038398491244,0.17935907952524652,12.688981033224273
0,104.25630187988281,115.31895446777344,94.39472961425781,63.92797851036402,55.0572926990712,71.01212430130899,1106.4825125853026,0.8363518919874611,0.08607882536153037,14.06618338213514
0,147.9808807373047,138.338623046875,85.76203918457031,31.305945781357853,31.529416660472855,50.701867641545014,266.939991815047,0.8489941182959678,0.1156562580809051,12.238434791720424
0,119.09034729003906,123.37130737304688,110.91477966308594,58.65118097593658,51.89514866117246,57.60287150595429,657.8179819059972,0.8870442362956961,0.11866293816164321,13.14071259730118
0,139.0882568359375,141.50772094726562,122.50393676757812,58.133359971202914,44.33893541853573,59.133727639238394,279.3836048484956,0.9432235522568391,0.16521627560758978,12.095149984781125
0,114.56092834472656,119.52723693847656,106.453857421875,50.23377732092437,39.94436235661945,51.54203998441527,626.639901795583,0.8363897077538621,0.06735732230524462,13.682558687510907
0,107.65896606445312,113.90394592285156,99.55000305175781,53.567814408771056,45.976307670343125,54.81598747267964,871.4430258944869,0.8163061925649746,0.07716670938767003,13.627112646439958
0,104.88749694824219,111.90983581542969,91.09613037109375,52.218223658065725,51.18315062732605,49.44804543834323,714.6685446102455,0.8584288353227089,0.1466751979505824,13.112979960078224
0,133.79351806640625,130.6668243408203,81.16815185546875,47.126262761038326,46.70311750335183,52.48163348379441,351.19222890534877,0.9133440248375349,0.1429247273051258,12.282260398977236
0,109.17791748046875,115.34646606445312,95.06857299804688,58.65353141516505,55.95702554285809,58.644893543348985,755.7252546796899,0.8806279666580688,0.14620490516873247,13.269689832669766
0,121.53378295898438,118.05195617675781,92.78910827636719,59.89171915841742,53.39819433598652,57.26324100083893,630.9463842782818,0.895699408638109,0.11220619658007668,13.34988672325159
0,156.79620361328125,153.42745971679688,99.96218872070312,27.465805738318075,25.676268603546223,50.561851816616816,280.1218450986398,0.7827070524942655,0.12114468907840077,11.94003622979246
0,127.33296203613281,129.11309814453125,102.60182189941406,47.70404292719724,36.56095577095702,53.461822084838055,511.7514803501054,0.8442174776327498,0.08740643102114459,13.062405838037087
0,128.4182586669922,131.504638671875,100.80900573730469,45.16502876652943,41.983712914814745,61.09449681908641,371.76672666462395,0.894803450343578,0.14444039607573037,12.591032454976416
0,121.42034912109375,127.79957580566406,103.86161804199219,51.704818126602746,34.45753152362913,55.63312243382901,465.55933119172875,0.863685498238719,0.07823043244887568,13.16201597775682
0,135.81011962890625,127.15992736816406,92.28323364257812,48.976093474937,49.461927596013474,61.231784228433696,135.05873851102936,0.9698451396225394,0.22412280027783268,11.864060062435538
0,138.75685119628906,137.96109008789062,104.227783203125,55.44503487647202,56.892801609120596,61.65241114995739,648.3391457011724,0.8898725878253763,0.12785847078261928,13.022492657081886
0,125.702392578125,136.3187255859375,108.21408081054688,52.80903936875732,33.570021248109526,59.71965711366521,399.13082881283617,0.8845057948169951,0.11612213127560105,12.83382463265476
0,105.02597045898438,110.36563110351562,96.82003784179688,61.749509467925336,61.17971253415119,59.0043790486977,621.0882193297045,0.9157035223779142,0.19167790273231108,12.778028061363461
0,118.82655334472656,118.46975708007812,89.8404541015625,53.138650508405405,53.044367815516715,51.282655282760395,880.4447551572705,0.8368330369361178,0.1132377875731558,13.343397325957874
0,109.43769836425781,115.86857604980469,96.48924255371094,58.993387093818455,45.35613151334301,59.804201502352576,573.8621286584481,0.887699425473091,0.08303675306315138,13.363820654820966
0,125.15895080566406,122.26606750488281,99.81863403320312,61.64801539107305,51.0136026800718,58.46067652821072,890.1051958681752,0.85023791007799,0.07087844739681684,13.771020228946513
0,100.1744384765625,108.18267822265625,85.68251037597656,60.23928773478374,54.37417285878585,60.636622369928915,886.7357342578567,0.8580220072926114,0.13048829603932233,13.424416690716185
0,112.42338562011719,117.43278503417969,96.76290893554688,55.19507051090334,52.84003389570773,55.190753372262094,616.6890834504752,0.8882266041303253,0.15985176035508877,12.821081664751699
0,117.89289855957031,116.3897705078125,91.333251953125,64.84775887162994,61.912284785961795,64.57084819250713,842.8368767721543,0.8915594386077773,0.12667877120767623,13.395747439258392
0,123.81204223632812,128.650146484375,109.14823913574219,51.69938960001212,39.656517910935385,51.58727873736701,599.604793889369,0.8433460006791575,0.08235884616575331,13.280672400695224
0,105.5047607421875,111.83950805664062,98.19412231445312,63.19774227149448,56.70681234482085,68.65546972078567,718.0976847096063,0.8975202245290621,0.16751295757365986,13.2975347156601
0,110.20834350585938,123.69276428222656,103.5535888671875,57.75926910627071,50.21788749539209,61.60992950518369,374.05183204776984,0.9304168626497495,0.1538627744119036,13.021245881444957
0,117.73062133789062,124.83210754394531,103.6368408203125,53.08826458364963,35.38175456216967,53.13297918184462,351.3574155072565,0.9013065074297233,0.09978609393577706,12.867111265573936
0,113.18849182128906,122.84640502929688,95.39474487304688,50.222896810337254,35.95176303090416,53.524056411277584,418.3689238814395,0.8764768681677099,0.09431169705492055,13.037247277542676
0,114.39755249023438,117.09907531738281,100.82777404785156,52.071148566674275,46.36231738192036,55.36069981888981,670.7365829999275,0.8561658760455406,0.09675149801201785,13.512534105637402
0,97.90431213378906,107.642578125,90.09379577636719,56.801825693016234,47.591624622641454,63.59293520542052,742.9552986531617,0.8562204395624577,0.12671671552607425,13.453323339640413
0,152.26486206054688,150.38270568847656,118.13455200195312,58.00953708036581,59.10878647278016,70.5158828830523,550.6170698469335,0.9184527624276771,0.1320818160980385,13.185623222594316
0,129.7239990234375,133.70870971679688,130.29005432128906,53.135262923883545,41.380131294350775,58.460692589854155,519.3673292573768,0.8788102637199399,0.16420193147512446,12.773129214962546
0,101.39042663574219,104.04225158691406,92.13517761230469,58.00552883153038,51.22196409544068,57.72718412666424,706.4797785557233,0.8762678397241577,0.13831044656104022,13.009676247411978
0,161.24156188964844,159.9749755859375,126.92794799804688,57.15663747798669,52.787193594816074,76.20763481223538,887.4505364373072,0.8495505120157691,0.07275394180155757,13.805652015606094
0,104.85426330566406,117.3084716796875,77.31192016601562,54.150027517779485,55.19062009210048,57.766495331720115,1287.3466770292662,0.7601152431589994,0.09503014802677137,13.987563075748126
0,117.81242370605469,120.52542114257812,89.74737548828125,54.26351818291965,46.074611964524735,53.26940357396176,886.7130667741966,0.8091774772109432,0.08024515680019152,13.738904331214595
0,115.49258422851562,116.38681030273438,90.6153564453125,50.515715375890444,48.62971381299543,61.08965952794412,882.132171220203,0.8099087203587899,0.09906306955048404,13.635487623812415
0,104.99542236328125,103.33645629882812,81.72819519042969,56.97305445667598,52.00084643608347,52.246194851088966,927.823211940719,0.8319389255062368,0.11030067612037872,13.706414051784407
0,118.62043762207031,120.64309692382812,99.21647644042969,77.62802981899011,72.23251839173128,66.87092932731083,405.71286366721904,0.9594954320931546,0.17101960167205577,13.081297597300365
0,123.0032958984375,115.94847106933594,95.99493408203125,61.08900553129891,52.625135841002376,56.32219790435989,747.6444804282,0.876952365015438,0.07439374972092139,13.694520914953415
0,99.27009582519531,107.12258911132812,85.91029357910156,57.31743691700171,50.886666292678676,57.52133600415054,936.0690929119802,0.8310124652031515,0.10066742367651071,13.694479614706976
0,130.8485565185547,139.3162841796875,106.6298828125,47.596013725032996,30.338339215886986,57.42304240382991,476.9032848844191,0.8299210838806031,0.08792046969655626,13.00987059453543
0,118.59245300292969,115.48802185058594,93.51046752929688,60.22777401655423,56.73004937018359,56.13853523412919,697.7266680483464,0.8926522163532304,0.15716408350880715,12.960411071294532
0,108.00311279296875,111.25552368164062,92.56416320800781,48.67912757038323,44.79627192524032,51.354534473243916,638.2667802798197,0.8475002012720025,0.10814173087295881,13.362587541177318
0,110.72309875488281,114.21022033691406,93.54354858398438,53.157312391943144,39.678137120390595,59.696976980012,533.8878458405418,0.8691690571597738,0.10340051842866378,13.067302954411211
0,130.3853759765625,132.62576293945312,96.39967346191406,51.81090215659747,49.220502427547096,64.54424741811854,520.2916823907868,0.8946402217240288,0.13682883739364715,12.87380209094545
0,111.68107604980469,117.63189697265625,104.39335632324219,54.5686444429146,49.00450609975763,61.191785735754635,1371.7375256211542,0.7325553404747891,0.04954419350204999,14.314210491936322
0,115.87419128417969,120.97169494628906,104.37937927246094,62.461880184991,48.651465501363674,61.83362091132398,651.0763332912816,0.8874329253278759,0.07399853330683687,13.658721941598582
0,108.25135803222656,115.38818359375,98.63092041015625,55.71455582375811,44.92449595094821,57.71295149484728,649.4301995776859,0.8639012740190397,0.08647808311633307,13.685595186945164
0,120.03579711914062,126.07325744628906,102.20048522949219,53.75969775625236,38.96707353641111,55.92908576628307,604.0091660208807,0.8468702984890313,0.06644041077911045,13.523924612342164
0,128.10647583007812,136.40113830566406,110.70953369140625,52.72207018069229,34.63148398715398,56.271003658298504,446.62714831735354,0.8722148432729343,0.08978525195442047,13.029015433925617
0,117.53463745117188,118.34803771972656,92.75120544433594,60.75368326871817,51.62612797169801,58.69582884293492,655.4982174674399,0.8900000023330316,0.10333150888659047,13.390931704057278
0,115.45191955566406,122.13249206542969,99.40711975097656,59.01757660584788,56.5353629345101,61.20390567632661,505.66608208081,0.9213710919320643,0.20288285255976207,12.586783176887893
0,118.20780944824219,117.63165283203125,93.21562194824219,61.68479619378322,51.58620993986234,58.329997527391974,855.5423593239373,0.8570590567699834,0.07657037995453497,13.851909176702222
0,140.90977478027344,136.73025512695312,114.26008605957031,72.29067930322442,65.80057514833668,68.9308157821804,976.4929457420217,0.8926760603395043,0.0991445515083986,13.818860333417648
0,133.816162109375,133.39254760742188,89.76385498046875,42.82202205088469,35.63755246755675,51.03938170469279,435.67915720516123,0.8437694036379627,0.11013743912741822,12.760694003307972
0,120.52679443359375,117.41825866699219,62.13081359863281,52.76760627552251,56.77941940108581,49.131387548253414,896.8764422487734,0.8237936201183536,0.09420738624781483,13.815435435591825
0,137.85577392578125,139.2059326171875,100.44461059570312,33.76940603630146,26.248520214230474,47.31203702333154,339.9605994389176,0.7832923166043715,0.10428861705005364,12.231941887061016
0,107.74896240234375,112.89349365234375,98.528076171875,65.22886273602737,66.15579315280867,62.51925659643716,614.3146645671131,0.9274370334793461,0.2282238228490637,12.58407278085172
0,129.52256774902344,128.79478454589844,116.52244567871094,57.61616612207775,47.51779565157849,57.690002847673306,270.78401962286125,0.9483173867944126,0.18636937958267216,11.971254591166655
0,115.49458312988281,120.17898559570312,97.24349975585938,56.202541296170516,58.15854370893438,55.62702279597828,597.1967541029887,0.9054082150943598,0.1700631854145946,12.696754062576481
0,122.31864929199219,124.89273071289062,105.23133850097656,55.261333238315686,42.76316191800864,56.79356744326365,471.7788298370815,0.8946491085811465,0.10660256857990053,12.997749696078106
0,110.24417114257812,117.09271240234375,97.02276611328125,61.83282090680463,59.960655623248705,60.29952322965429,704.3521615784789,0.901531099590398,0.14143946757633158,13.1847359784498
0,130.20436096191406,135.1917724609375,110.41128540039062,52.60482408479999,35.05092290813322,55.04454569992937,271.64931410094664,0.9216763123972895,0.1500059069326789,12.314820348524432
0,117.52684020996094,119.09140014648438,92.8272705078125,49.5461720283189,36.1407399481735,52.95326716214568,486.66816554930756,0.8548294772159986,0.07578956547918637,13.341245048540168
0,90.92691040039062,95.91879272460938,77.41647338867188,59.81668875296771,52.15797077755546,60.306320873272014,635.3486628640422,0.8940936889564103,0.16288094106328335,12.791046669095126
0,116.44267272949219,121.36309814453125,94.47906494140625,53.06404053969608,37.4043493906919,59.138072372708,160.11220866073137,0.9581026969594892,0.18936071831070334,11.953526463566227
0,100.99261474609375,106.523193359375,85.60166931152344,52.12695812699278,40.970616068267674,57.98577082513501,307.06467907475474,0.9247814339974676,0.17476840524191445,12.233470407391644
0,104.84860229492188,113.20480346679688,91.16314697265625,66.67685121292429,60.63944827327871,67.78836466924214,730.2001185241248,0.9065590808103159,0.15653769656438787,13.167140483591774
0,131.4585723876953,140.33485412597656,116.77381896972656,62.426537823054474,54.611891459226676,68.48897606555201,1521.9017299235857,0.7651866760768484,0.06522465331014227,14.338312792716676
0,104.7100830078125,112.22227478027344,101.11569213867188,56.616808243891064,47.666063142338885,63.77179071205401,458.69268389862043,0.9118753941664094,0.17895281617674164,12.674733593706524
0,143.855712890625,150.85336303710938,123.94866943359375,59.96466214270094,45.845827031952346,64.26373041280313,658.382863276744,0.8745910285471088,0.08692518150996704,13.418698251297764
0,143.26068115234375,150.93287658691406,127.86233520507812,45.925005363118224,29.66484685786758,47.84424019043811,376.05886977064085,0.851387377626307,0.08598046648344206,12.761431439143516
0,95.91169738769531,100.55990600585938,83.10336303710938,71.34536796058232,63.933749814726376,73.08602141008372,384.68014225297946,0.9566568030151801,0.20511323092135317,12.286450876176747
0,126.39456176757812,128.63926696777344,112.92337036132812,60.54665189245864,44.15875127519282,61.69259275194285,580.7762736988172,0.8867429595931553,0.09982545343031415,12.992526720983125
0,118.19151306152344,128.35560607910156,106.52824401855469,40.258310409158945,37.90813939612027,46.280337013910334,642.6462298605101,0.7614059458484883,0.11504315033379947,12.929451375890876
0,131.84519958496094,129.1031494140625,71.79496765136719,54.42989474752832,55.350646537438394,49.814274196884384,652.8752336090679,0.8733074548476781,0.08657739174202068,13.776060413931514
0,176.280029296875,178.48654174804688,161.0253143310547,58.33808007858161,43.75459729783565,61.296318758071344,668.6225179017681,0.8630282326017247,0.09315220695980894,12.985206581095719
0,122.97369384765625,131.6737060546875,106.83488464355469,52.587911864287925,35.76514472134828,54.31385417507842,562.4308260945305,0.841116085314122,0.07653754444847605,13.224164389518302
0,94.14131164550781,105.40789794921875,75.10505676269531,55.01047351128543,55.02804156759512,61.10638452368217,655.2153698397246,0.8847411043024038,0.17268758397316758,13.016801894941885
0,119.36686706542969,120.96794128417969,71.20022583007812,51.30773151503961,52.152883068446414,62.94260839727964,746.8289136840393,0.8497911607449192,0.1263698565737959,13.482921936828042
0,112.18734741210938,120.131591796875,100.15286254882812,59.382251529384845,43.34177767069131,58.92134393807477,566.1295812307761,0.8837684520209065,0.07906654492124406,13.386939799298816
0,107.85354614257812,115.76242065429688,95.281005859375,57.79623904757982,52.1181426647576,60.56896484590001,701.6280500889077,0.8789861083691115,0.13156531395892931,13.382055449247737
0,110.49223327636719,123.63838195800781,96.26683044433594,54.23296627366157,51.59139682317314,65.73386651422145,261.64383443266996,0.9509660782763419,0.195092003964367,12.565912636577156
0,134.96783447265625,144.4303741455078,117.27189636230469,51.26677063922922,33.695313472990875,54.533992711559776,479.74792647359146,0.8538410157337882,0.10040345725899127,13.006341628363986
0,112.17875671386719,116.42778015136719,105.91152954101562,55.466815666247314,46.408826176562926,66.83785989622336,658.6393039486013,0.8683928717743077,0.13828960037067012,13.067841767841808
0,130.7890167236328,133.18951416015625,110.80351257324219,49.982757911844814,39.91301084820635,55.123861610807126,514.4302693224959,0.8650738318247421,0.08137488707959215,13.307514939171035
0,120.48199462890625,123.11607360839844,108.5108642578125,58.39215878058125,42.733313091678916,56.60693371154952,380.19681817089554,0.9197688679848275,0.13097777490747461,12.599744919395246
0,103.57460021972656,106.3358154296875,90.7528076171875,65.4578867963244,60.39055392111855,66.47623810502367,702.9731119341113,0.9087845821949437,0.14242641586914384,13.20544494207724
0,98.68711853027344,102.05137634277344,79.32133483886719,59.121680183417624,49.103673448037675,54.526844659094245,682.8262465157625,0.874105016163875,0.11627221217037206,13.49116125892179
0,139.3588409423828,136.5021514892578,91.84297180175781,37.179123214872924,29.923599538423478,50.93269799529107,296.5224279724143,0.849447595030455,0.10658457410129267,12.378537609470223
0,160.7967071533203,149.42335510253906,98.05148315429688,24.93682035261838,25.533573268168777,49.34679467453625,262.2267608461889,0.7664767898626165,0.12129467834339058,11.658120885337704
0,124.26960754394531,128.9710693359375,106.79052734375,46.03477942945885,28.20781620747007,48.808460784034914,390.3652180801853,0.8436742534032907,0.1044232993976049,12.634675918901142
0,110.02169799804688,119.77937316894531,105.23689270019531,58.68800922800244,47.76830303763536,64.1232882849634,749.447101790777,0.8604296969871587,0.12643696572016536,13.372712419424275
0,102.22163391113281,106.072265625,93.388671875,73.18884388354569,67.7689373674822,73.41512725925048,503.7374627246729,0.9480141238388615,0.22156966487905264,12.480980217124294
0,112.0462646484375,117.18083190917969,99.99864196777344,57.43855302619018,50.577356891867154,58.46638329896097,761.9284967770805,0.8629602263980883,0.09275961840372235,13.713459986813454
0,94.806884765625,97.34243774414062,82.32554626464844,54.586364621579285,46.37603791707015,53.60725980394065,524.4697837820786,0.8909342910232794,0.1249206200758988,13.189418694055645
0,142.6226806640625,151.16940307617188,120.73030090332031,47.52495708713847,30.56187922922299,53.305918110334865,537.2475558979716,0.8035931808298562,0.07453093748881831,12.981051554231676
0,102.60731506347656,112.032958984375,94.70884704589844,59.96102061949127,49.72221554187674,66.23009765065817,1024.7574374789733,0.8212405061062813,0.08307256059518098,14.020663370951505
0,169.4639892578125,164.5762939453125,123.36671447753906,63.565896154384866,56.6396743630183,65.945328668171,171.63766773897055,0.9704321786693985,0.2090308273063961,12.382726046211573
0,125.26077270507812,133.45504760742188,110.30714416503906,59.995466874155156,42.246373050512,61.43566214932928,708.3511764705877,0.8530101195264159,0.07270930444006105,13.472425317032005
0,126.9315185546875,126.43428039550781,90.24989318847656,47.244870936673095,41.490572480525145,69.33245243213818,392.4517950277535,0.8988103036288823,0.13299353934775246,12.942334202644211
0,146.92420959472656,143.83883666992188,108.03706359863281,38.309996490888004,26.30692644845158,58.505755667591764,163.4473208020953,0.9196062790017105,0.17403365091692638,11.444338464404481
0,114.92501831054688,116.87344360351562,88.16868591308594,53.79711886210482,50.539715601766254,67.4665706990063,516.4148120314298,0.9026938770286745,0.1374190497379839,13.17013973039132
0,116.61332702636719,118.31059265136719,105.39389038085938,62.77577346698066,49.5280144359494,61.855803637408066,650.3695351697659,0.890737275777681,0.1053414265525652,13.168002719181281
0,124.41104125976562,125.26603698730469,97.28515625,52.15486052593042,46.83680290151381,61.11444649736027,509.2182573559445,0.8927553578081413,0.12170032394270397,12.94306170357439
0,109.22564697265625,113.2938232421875,95.05421447753906,55.77473881112838,53.33132042673415,55.19943013324995,833.8664020448857,0.8543502650090784,0.12372709371265841,13.359903243703874
0,131.16758728027344,131.8221893310547,116.41961669921875,50.619631995751675,35.87508995173002,52.92470608200628,427.55015243536116,0.8757994023313036,0.11426022902300571,12.692497892931435
0,108.60020446777344,117.55221557617188,104.4410400390625,66.30731301198477,59.12396707977571,72.5264804418065,486.25437940035056,0.936919087692667,0.1728690629646113,12.926104505824082
0,111.2022705078125,113.45965576171875,87.34629821777344,55.51315051497888,46.6404930460723,53.87676075220941,930.756408998341,0.8081970596544803,0.06496640288569229,13.977413383849054
